Episode,Total Reward,Average Reward,Average Loss,Steps
1,3.9267948211797057,0.17073020961650895,0.0,23
2,2.516874614150977,0.22880678310463426,0.13512381640347568,11
3,-1.0177812385920333,-0.2544453096480083,0.39804524183273315,4
4,1.4384586460991722,0.23974310768319537,0.3577315956354141,6
5,3.7431240374648116,0.37431240374648117,0.28560294061899183,10
6,6.202071330766448,0.3648277253392028,0.19648350030183792,17
7,3.488402894099244,0.1744201447049622,0.14509178698062897,20
8,2.80439828223279,0.31159980913697666,0.15938685006565517,9
9,16.201066693433358,0.5400355564477786,0.1510176991422971,30
10,1.7648893106708177,0.16044448278825615,0.1378900625488975,11
11,3.8504440738786094,0.2026549512567689,0.12651500223498596,19
12,1.8225855959720163,0.22782319949650204,0.12519076373428106,8
13,6.572418201945744,0.1933064177042866,0.11761410950737841,34
14,4.189701558501261,0.2793134372334174,0.12350651373465855,15
15,0.8577850405458056,0.04084690669265741,0.1278690238084112,21
16,4.1423899275501554,0.24366999573824444,0.12128620638566859,17
17,2.660851120699478,0.24189555642722527,0.1177419965917414,11
18,8.222600031568234,0.29366428684172263,0.11480810027569532,28
19,3.853825960006821,0.2752732828576301,0.11678030182208333,14
20,0.017717704571127202,0.0029529507618545336,0.10338082909584045,6
21,4.583161169421854,0.3273686549587039,0.10730621431555067,14
22,5.874286205758034,0.16317461682661205,0.10802631638944149,36
23,-0.2644958098721085,-0.06612395246802713,0.07705004885792732,4
24,6.695668125499144,0.3347834062749572,0.09370934814214707,20
25,3.0347777154010913,0.21676983681436365,0.09094809235206672,14
26,-0.856662468933464,-0.14277707815557733,0.08232841889063518,6
27,3.3423123804912063,0.1759111779205898,0.08758032321929932,19
28,3.8421501004554965,0.24013438127846853,0.07623065821826458,16
29,4.2871743849120865,0.1863988863005255,0.09635302116689475,23
30,-0.6226976077034831,-0.12453952154069663,0.08924309760332108,5
31,4.014572686704425,0.25091079291902657,0.07986775203607976,16
32,-0.6226976077034831,-0.12453952154069663,0.09181340336799622,5
33,5.544715437920301,0.24107458425740438,0.15140639828599017,23
34,0.5759521182025251,0.08227887402893216,0.14875966629811696,7
35,8.025511790347124,0.33439632459779683,0.14855735128124556,24
36,4.202634341805711,0.32327956475428543,0.1438008970939196,13
37,-0.9641455205674943,-0.16069092009458238,0.10419126227498055,6
38,14.504736628579916,0.40290935079388657,0.12019402678642008,36
39,3.2705432798289564,0.2515802522945351,0.0993589899287774,13
40,0.8994961676901081,0.08177237888091891,0.09706481800160625,11
41,5.846068455865755,0.2248487867640675,0.10614593914495064,26
