Episode,Loss,Q-value,Epsilon
1,0,0.04906093701720238,0.9997502812161486
1,0,-0.3378535509109497,0.9995006248541901
1,0,-0.06919028609991074,0.999251030898521
1,0,-0.0755845233798027,0.9990014993335417
1,0,-0.17172867059707642,0.9987520301436563
2,0,-0.0609293207526207,0.9985026233132732
2,0,-0.1630464494228363,0.9982532788268044
2,0,-0.005432993173599243,0.9980039966686658
2,0,-0.09297407418489456,0.9977547768232773
2,0,-0.060701631009578705,0.9975056192750626
2,0,0.10187741369009018,0.9972565240084496
2,0,-0.0478779673576355,0.9970074910078697
2,0,0.06844206154346466,0.9967585202577581
2,0,-0.000283949077129364,0.9965096117425545
2,0,-0.08605989068746567,0.9962607654467018
2,0,-0.1430770605802536,0.9960119813546475
2,0,0.017498455941677094,0.9957632594508423
2,0,0.13932615518569946,0.995514599719741
2,0,-0.03910212963819504,0.9952660021458026
2,0,-0.049980923533439636,0.9950174667134897
2,0,-0.0923476368188858,0.9947689934072687
2,0,-0.15958842635154724,0.9945205822116101
2,0,-0.1462797075510025,0.9942722331109882
2,0,0.09160364419221878,0.9940239460898813
2,0,-0.08048996329307556,0.9937757211327714
2,0,-0.083895742893219,0.9935275582241443
2,0,-0.11553498357534409,0.9932794573484899
2,0,0.06545840948820114,0.9930314184903019
2,0,-0.15923912823200226,0.992783441634078
2,0,-0.0940232202410698,0.9925355267643193
2,0,0.187290757894516,0.9922876738655315
2,0,0.0671834647655487,0.9920398829222236
2,0,-0.2248593270778656,0.9917921539189086
2,0,0.2458576261997223,0.9915444868401038
2,0,0.25573819875717163,0.9912968816703296
2,0,0.25265395641326904,0.9910493383941108
2,0,0.1666739135980606,0.990801856995976
3,0,-0.058851458132267,0.9905544374604576
3,0,0.026790380477905273,0.9903070797720918
3,0,-0.034781210124492645,0.9900597839154189
3,0,0.14480656385421753,0.9898125498749828
3,0,0.036760009825229645,0.9895653776353314
3,0,-0.1703096628189087,0.9893182671810163
3,0,0.14713062345981598,0.9890712184965934
4,0,-0.0628451406955719,0.9888242315666219
4,0,0.026790380477905273,0.9885773063756651
4,0,-0.034781210124492645,0.9883304429082904
4,0,0.14480656385421753,0.9880836411490685
4,0,-0.032635003328323364,0.9878369010825747
4,0,-0.051842473447322845,0.9875902226933876
4,0,-0.05898460000753403,0.9873436059660896
4,0,0.17020130157470703,0.9870970508852673
4,0,-0.08014637231826782,0.9868505574355111
4,0,-0.09548188745975494,0.986604125601415
4,0,-0.14663460850715637,0.986357755367577
4,0,0.044000133872032166,0.9861114467185991
4,0,-0.2841857671737671,0.9858651996390868
4,0,0.05984482169151306,0.9856190141136499
5,0,0.04935361072421074,0.9853728901269018
5,0,-0.0745910033583641,0.9851268276634596
5,0,-0.08981072157621384,0.9848808267079445
5,0,-0.1805536448955536,0.9846348872449812
6,0,-0.0478510782122612,0.9843890092591989
6,0,0.19421575963497162,0.9841431927352299
