Episode,Loss,Q-value,Epsilon
1,0,0.0937693864107132,0.9997502812161486
1,0,0.06719970703125,0.9995006248541901
1,0,-0.34429869055747986,0.999251030898521
1,0,0.30733367800712585,0.9990014993335417
1,0,-0.322884202003479,0.9987520301436563
1,0,-0.5732668042182922,0.9985026233132732
1,0,0.29915258288383484,0.9982532788268044
2,0,0.10529813170433044,0.9980039966686658
2,0,0.06719970703125,0.9977547768232773
2,0,-0.34429869055747986,0.9975056192750626
2,0,0.30733367800712585,0.9972565240084496
2,0,0.23795998096466064,0.9970074910078697
2,0,-0.3411750793457031,0.9967585202577581
2,0,-0.3702274262905121,0.9965096117425545
2,0,0.18521448969841003,0.9962607654467018
2,0,0.19029080867767334,0.9960119813546475
2,0,0.19993525743484497,0.9957632594508423
3,0,-0.07016485184431076,0.995514599719741
3,0,-0.42457446455955505,0.9952660021458026
3,0,-0.5528349876403809,0.9950174667134897
3,0,-0.5304107069969177,0.9947689934072687
3,0,0.7099986672401428,0.9945205822116101
3,0,-0.4926797151565552,0.9942722331109882
3,0,-0.476657897233963,0.9940239460898813
3,0,-0.336739718914032,0.9937757211327714
3,0,-0.3539789021015167,0.9935275582241443
3,0,-0.5617748498916626,0.9932794573484899
3,0,0.309508740901947,0.9930314184903019
3,0,-0.020960528403520584,0.992783441634078
4,0,-0.053858473896980286,0.9925355267643193
4,0,0.8145742416381836,0.9922876738655315
4,0,0.1578298807144165,0.9920398829222236
4,0,-0.581292450428009,0.9917921539189086
4,0,-0.5778064727783203,0.9915444868401038
4,0,-0.5745930075645447,0.9912968816703296
4,0,-0.5694068074226379,0.9910493383941108
4,0,-0.5677932500839233,0.990801856995976
4,0,-0.4195638597011566,0.9905544374604576
4,0,-0.551841676235199,0.9903070797720918
4,0,-0.5527899861335754,0.9900597839154189
4,0,0.848139226436615,0.9898125498749828
4,0,-0.40327879786491394,0.9895653776353314
4,0,-0.35525617003440857,0.9893182671810163
4,0,0.1905064880847931,0.9890712184965934
4,0,-0.3725745379924774,0.9888242315666219
4,0,-0.03955039754509926,0.9885773063756651
4,0,-0.585059642791748,0.9883304429082904
4,0,-0.04525512084364891,0.9880836411490685
4,0,0.6223377585411072,0.9878369010825747
4,0,-0.014925595372915268,0.9875902226933876
4,0,-0.2898881435394287,0.9873436059660896
4,0,-0.33515307307243347,0.9870970508852673
4,0,-0.5001447796821594,0.9868505574355111
4,0,0.47168347239494324,0.986604125601415
4,0,-0.47915565967559814,0.986357755367577
4,0,-0.3644138276576996,0.9861114467185991
4,0,-0.32845842838287354,0.9858651996390868
5,0,-0.0416964516043663,0.9856190141136499
5,0,-0.36658644676208496,0.9853728901269018
5,0,0.3805071711540222,0.9851268276634596
5,0,0.30378803610801697,0.9848808267079445
5,0,-0.020981725305318832,0.9846348872449812
5,0,-0.3157216012477875,0.9843890092591989
5,0,0.16413739323616028,0.9841431927352299
5,0,0.1924934983253479,0.9838974376577108
5,0,0.18676027655601501,0.9836517440112816
5,0,-0.4173955023288727,0.9834061117805871
6,0,-0.04311271756887436,0.9831605409502747
6,0,0.1615270972251892,0.9829150315049966
6,0,-0.584374189376831,0.9826695834294081
6,0,0.28764963150024414,0.9824241967081689
6,0,-0.47478875517845154,0.9821788713259425
6,0,-0.5725380182266235,0.9819336072673958
6,0,0.7914819121360779,0.9816884045171996
6,0,0.7933101654052734,0.9814432630600294
6,0,0.3293915390968323,0.9811981828805632
6,0,-0.4834047257900238,0.9809531639634839
6,0,0.407671183347702,0.9807082062934775
7,0,0.09298043698072433,0.9804633098552344
7,0,0.06719970703125,0.9802184746334485
7,0,0.7400052547454834,0.9799737006128176
7,0,-0.33246493339538574,0.9797289877780433
7,0,-0.34866344928741455,0.979484336113831
7,0,0.2050980031490326,0.9792397456048901
7,0,-0.38526055216789246,0.9789952162359337
7,0,-0.5334356427192688,0.9787507479916785
7,0,-0.48782050609588623,0.9785063408568453
8,0,0.09564574062824249,0.9782619948161588
8,0,-0.42344510555267334,0.9780177098543473
8,0,0.022861573845148087,0.977773485956143
8,0,-0.4978060722351074,0.9775293231062819
8,0,0.07427197694778442,0.9772852212895038
8,0,0.17183107137680054,0.9770411804905523
8,0,-0.5659874677658081,0.976797200694175
8,0,0.6921705007553101,0.9765532818851229
8,0,0.6466355323791504,0.9763094240481514
8,0,-0.5187498331069946,0.9760656271680193
8,0,0.35704612731933594,0.9758218912294889
8,0,-0.44614437222480774,0.9755782162173272
8,0,-0.47183099389076233,0.9753346021163043
8,0,-0.5188112258911133,0.9750910489111945
8,0,0.3200330138206482,0.9748475565867754
8,0,0.39381200075149536,0.9746041251278289
8,0,0.3535240590572357,0.9743607545191406
8,0,0.3169414699077606,0.9741174447454997
8,0,-0.40662962198257446,0.9738741957916995
8,0,-0.7856655120849609,0.9736310076425368
8,0,-0.6606979966163635,0.9733878802828124
8,0,0.3363857567310333,0.973144813697331
8,0,-0.7531890869140625,0.9729018078709005
8,0,-0.6785853505134583,0.9726588627883335
8,0,0.43449684977531433,0.9724159784344456
8,0,-0.5916526913642883,0.9721731547940567
8,0,-0.6349286437034607,0.9719303918519905
8,0,-0.6984187364578247,0.9716876895930738
8,0,0.3373516798019409,0.9714450480021382
8,0,-0.570615828037262,0.9712024670640184
8,0,-0.5171495079994202,0.970959946763553
8,0,0.18012486398220062,0.9707174870855848
8,0,-0.3541749119758606,0.9704750880149596
8,0,0.19197435677051544,0.9702327495365278
9,0,0.023961089551448822,0.9699904716351433
9,0,0.8145742416381836,0.9697482542956635
9,0,0.1578298807144165,0.9695060975029499
9,0,0.8019051551818848,0.9692640012418677
9,0,-0.5758375525474548,0.9690219654972859
9,0,-0.41545042395591736,0.9687799902540772
9,0.2919614017009735,-0.3919599950313568,0.9685380754971183
9,0.2434762418270111,0.394591361284256,0.9682962212112896
9,0.16382497549057007,0.46343013644218445,0.9680544273814747
9,0.10816257447004318,0.008075885474681854,0.9678126939925621
9,0.1040908694267273,-0.20518356561660767,0.9675710210294429
9,0.10453350096940994,0.6064301133155823,0.9673294084770131
10,0.094705730676651,0.09627081453800201,0.9670878563201715
10,0.1306949108839035,1.3601748943328857,0.9668463645438213
10,0.13384565711021423,0.9077551960945129,0.9666049331328691
10,0.06795095652341843,1.1209731101989746,0.9663635620722256
10,0.11190101504325867,0.9780988097190857,0.9661222513468051
10,0.09521381556987762,0.87801593542099,0.9658810009415255
10,0.07331189513206482,1.1462535858154297,0.9656398108413089
10,0.09285116195678711,0.7307508587837219,0.9653986810310807
10,0.08757041394710541,0.3937690556049347,0.9651576114957705
10,0.04705660417675972,0.3514937162399292,0.9649166022203113
10,0.0947456881403923,0.04915976524353027,0.96467565318964
10,0.05416899919509888,-0.19498372077941895,0.9644347643886972
11,0.06531881541013718,0.24924378097057343,0.9641939358024277
11,0.05732531473040581,0.19835874438285828,0.9639531674157794
11,0.08754216134548187,0.9818431735038757,0.9637124592137044
11,0.07629850506782532,-0.5268293619155884,0.9634718111811584
11,0.09884274750947952,-0.7402141690254211,0.963231223303101
11,0.08844486624002457,-0.4744485318660736,0.9629906955644952
12,0.09970107674598694,-0.06453682482242584,0.9627502279503083
12,0.09081682562828064,0.8919851779937744,0.9625098204455109
12,0.06508371233940125,0.5341448187828064,0.9622694730350777
12,0.09228632599115372,0.7174341678619385,0.9620291857039868
12,0.0831265076994896,-0.010318715125322342,0.9617889584372203
13,0.07101386785507202,-0.05367026478052139,0.9615487912197641
13,0.08449403941631317,0.6387055516242981,0.9613086840366076
13,0.06649357080459595,0.6101899147033691,0.9610686368727441
13,0.08651263266801834,0.04429595544934273,0.9608286497131708
14,0.09172797203063965,-0.040862347930669785,0.9605887225428885
14,0.05974782630801201,0.7961224913597107,0.9603488553469016
14,0.10265960544347763,0.9785231351852417,0.9601090481102185
14,0.06620204448699951,0.04626969248056412,0.959869300817851
15,0.05969468131661415,0.3797459602355957,0.9596296134548153
15,0.05749208852648735,0.8594253659248352,0.9593899860061308
15,0.11115634441375732,0.6981498599052429,0.9591504184568207
15,0.06059162691235542,0.3250601291656494,0.958910910791912
15,0.09527507424354553,-0.008393973112106323,0.9586714629964357
15,0.07095997035503387,0.6046222448348999,0.958432075055426
15,0.055510297417640686,0.14772062003612518,0.9581927469539213
15,0.04584813117980957,0.34579935669898987,0.9579534786769636
15,0.03824913874268532,0.609220564365387,0.9577142702095987
15,0.06613442301750183,0.6104589104652405,0.957475121536876
15,0.10249736905097961,1.1107746362686157,0.9572360326438486
15,0.024787643924355507,0.5353160500526428,0.9569970035155736
15,0.050994135439395905,0.010325133800506592,0.9567580341371117
15,0.0554458349943161,0.18042707443237305,0.9565191244935272
16,0.058112792670726776,0.11698660999536514,0.9562802745698882
16,0.07384428381919861,0.7061172723770142,0.9560414843512669
16,0.046780601143836975,0.8239101767539978,0.9558027538227384
16,0.03667882829904556,0.7391565442085266,0.9555640829693824
16,0.05713752657175064,0.7533430457115173,0.955325471776282
16,0.09409984946250916,0.7749354839324951,0.9550869202285239
16,0.028835978358983994,0.768037736415863,0.9548484283111986
16,0.057747721672058105,0.9899877905845642,0.9546099960094003
16,0.06222834438085556,0.8731067776679993,0.9543716233082272
16,0.03685177490115166,0.050102584064006805,0.9541333101927807
17,0.07358202338218689,0.5272534489631653,0.9538950566481665
17,0.08122695982456207,0.8537999391555786,0.9536568626594938
17,0.06022382900118828,0.3514938950538635,0.953418728211875
17,0.07198433578014374,0.5547217726707458,0.9531806532904272
17,0.04667589068412781,0.36182963848114014,0.9529426378802706
17,0.07082851231098175,-0.2896757125854492,0.952704681966529
18,0.06860856711864471,0.20010003447532654,0.9524667855343305
18,0.07964235544204712,1.147029161453247,0.9522289485688064
18,0.07508736103773117,1.0234030485153198,0.9519911710550918
18,0.03238318860530853,0.9468844532966614,0.9517534529783257
18,0.06382907181978226,0.8831019997596741,0.9515157943236507
18,0.07882817089557648,0.9447868466377258,0.9512781950762133
18,0.04826987534761429,0.9014233350753784,0.9510406552211633
18,0.018471531569957733,0.4487362205982208,0.9508031747436546
18,0.04715219885110855,0.6819018125534058,0.9505657536288447
18,0.06451258063316345,0.0191398486495018,0.9503283918618946
18,0.052820123732089996,0.019437739625573158,0.9500910894279693
18,0.066375732421875,-0.42446592450141907,0.9498538463122373
19,0.044528231024742126,0.6933869123458862,0.9496166624998712
19,0.0521237850189209,0.8781419992446899,0.9493795379760467
19,0.057953350245952606,0.4837830662727356,0.9491424727259437
19,0.05417705699801445,1.0269629955291748,0.9489054667347454
19,0.033887170255184174,0.4364558160305023,0.9486685199876392
19,0.04450805485248566,0.6068745255470276,0.9484316324698159
19,0.04480540379881859,0.9017725586891174,0.9481948041664698
