Episode,Total Reward,Average Reward,Average Loss,Steps
1,1.9120355972284675,0.21244839969205195,0.0,9
2,-0.3872499847893778,-0.07744999695787555,0.0,5
3,9.236422222899414,0.3078807407633138,0.0,30
4,7.70700777290585,0.2854447323298463,0.0,27
5,11.518532424316717,0.3715655620747328,0.0,31
6,3.2448711586354095,0.24960547374118536,0.0,13
7,-0.6226976077034831,-0.12453952154069663,0.0,5
8,1.0230062765547583,0.11366736406163981,0.059571431742774114,9
9,7.231219507725479,0.32869179580570357,0.14416525851596484,22
10,6.384951623420404,0.23647968975631126,0.07386468944174272,27
11,5.257340054750896,0.2628670027375448,0.05342816635966301,20
12,1.25410496746602,0.1567631209332525,0.05111267347820103,8
13,0.541035545650723,0.09017259094178716,0.04225183092057705,6
14,5.447166936487311,0.1815722312162437,0.05314914509654045,30
15,1.7060895119705717,0.18956550133006353,0.05991686839196417,9
16,0.9952021105972138,0.19904042211944276,0.04810777902603149,5
17,2.2225739371769815,0.2469526596863313,0.04788485272890992,9
18,0.25449689623725136,0.05089937924745027,0.05397315807640553,5
19,7.925613493402107,0.3445918910174829,0.052023897676364235,23
20,12.55474355166572,0.4329221914367489,0.043678530299201095,29
21,3.6647393907785375,0.2819030300598875,0.04342198400543286,13
22,11.203428620204335,0.3112063505612315,0.039977362068990864,36
23,1.5753345223802473,0.17503716915336082,0.03627061409254869,9
24,2.9583646989226215,0.1972243132615081,0.03408954963088036,15
25,5.360200867797319,0.33501255423733245,0.0371486721560359,16
26,1.7407587173105807,0.2486798167586544,0.03751721233129501,7
27,11.129093329001682,0.5299568251905563,0.030854919127055576,21
28,8.44309479140869,0.4221547395704345,0.038869515527039766,20
29,-0.4205031037627487,-0.08410062075254973,0.034228521212935445,5
30,7.8448639966331974,0.3137945598653279,0.03438235390931368,25
31,1.766107099947356,0.25230101427819374,0.03308567564402308,7
32,2.0940864183262557,0.2326762687029173,0.06139901652932167,9
33,1.1275409135159538,0.12528232372399487,0.07525999512937334,9
34,1.9385940317202084,0.1762358210654735,0.07320663265206596,11
35,2.561737146476944,0.23288519513426761,0.07415977865457535,11
36,3.745965722105331,0.3405423383732119,0.061279494654048576,11
37,0.14369012425257455,0.02052716060751065,0.0680306926369667,7
38,2.6589538571282216,0.2954393174586913,0.06174188728133837,9
39,2.3149785556317823,0.23149785556317823,0.058542600274086,10
40,3.195429775478485,0.3195429775478485,0.0505804231390357,10
41,14.022659920740551,0.46742199735801837,0.057816532378395395,30
42,0.0007239749988128263,0.00012066249980213772,0.060714758932590485,6
43,9.805383131286126,0.3771301204340818,0.049836865411354944,26
44,7.41996396910287,0.33727108950467594,0.044023201208223,22
45,5.763241662052165,0.2216631408481602,0.05361772393091367,26
46,9.206907208976304,0.4603453604488152,0.04998694006353617,20
47,2.086204430891268,0.18965494826284254,0.056266105310483414,11
48,6.476772975238513,0.269865540634938,0.04729604721069336,24
49,4.03007616675865,0.28786258333990355,0.046413932527814596,14
50,7.804821386369042,0.3716581612556687,0.04508908030887445,21
51,6.4586950381076,0.16560756507968205,0.038609277743559614,39
52,3.203119954518936,0.266926662876578,0.04033768627171715,12
53,2.8512209335328684,0.17820130834580428,0.039655442815274,16
54,3.734623255719029,0.21968372092464877,0.039676198078428995,17
55,1.1769805712960624,0.1307756190328958,0.03470086202853256,9
56,4.998714404464769,0.16124885175692802,0.03903354446013128,31
57,2.927197993920606,0.20908557099432898,0.03475906380585262,14
58,9.030878111380561,0.29131864875421165,0.03853140035343747,31
59,0.33232553711658563,0.05538758951943094,0.038932149608929954,6
60,4.285129249691279,0.28567528331275194,0.0361599937081337,15
61,5.289451221714305,0.3305907013571441,0.041347822989337146,16
62,3.2857123492748395,0.21904748995165596,0.04775636345148086,15
63,-1.0177812385920333,-0.2544453096480083,0.04965583048760891,4
64,0.8495986645573907,0.10619983306967384,0.05450271489098668,8
65,11.233478986960483,0.3404084541503177,0.044606118547645485,33
66,5.557905566558967,0.32693562156229217,0.04136502709897125,17
67,5.490273298155799,0.3921623784396999,0.03794589425836291,14
68,11.574913554237021,0.3991349501461042,0.03665359247604321,29
69,4.488130845991321,0.2992087230660881,0.04129728116095066,15
70,6.425613851500909,0.32128069257504543,0.039632673282176255,20
71,6.621612756595569,0.26486451026382274,0.03672315008938312,25
72,6.570017564184339,0.46928696887030996,0.037022966891527176,14
73,3.0600006368336174,0.1912500398021011,0.03385518433060497,16
74,3.3261870614627336,0.18478817008126297,0.03376304047803084,18
75,4.855863186476669,0.25557174665666677,0.037100199119825115,19
76,2.333091694686133,0.15553944631240887,0.03763669729232788,15
77,10.764220495610221,0.3986748331707489,0.034358997725778155,27
78,15.887681159348777,0.31775362318697553,0.034983177073299884,50
79,17.280258232400993,0.1208409666601468,0.034043053946607595,143
80,0.463738583922249,0.035672198763249924,0.032470629908717595,13
81,8.48522611786772,0.3394090447147088,0.04328104168176651,25
82,0.975631701289327,0.0975631701289327,0.0423772307112813,10
83,3.9070520360721073,0.27907514543372197,0.044218358982886584,14
84,7.4271328655710835,0.30946386939879517,0.03894366758565108,24
85,2.759769049363055,0.2299807541135879,0.03553792291010419,12
86,1.284392413416266,0.091742315244019,0.03128886874765158,14
87,10.75684957030233,0.32596513849401004,0.03269759232573437,33
88,2.0727023140375658,0.29610033057679513,0.03347243794373104,7
89,12.221254014561703,0.3303041625557217,0.035834415639574464,37
90,9.029788962638811,0.36119155850555246,0.036803839020431044,25
91,1.9143404511704576,0.17403095010640524,0.03453054702417417,11
92,8.98178031919775,0.2806806349749297,0.03602998174028471,32
93,13.596236390603202,0.5229321688693539,0.040044188141249694,26
94,11.377072739606449,0.5417653685526881,0.03494697773740405,21
95,2.928582486613671,0.2252755758933593,0.03615693833965521,13
96,-0.5886874771840667,-0.08409821102629524,0.03868831082114151,7
97,11.20339955623292,0.46680831484303836,0.03335062057400743,24
98,4.463563553176115,0.31882596808400826,0.03807623405009508,14
99,6.03878386347225,0.335487992415125,0.033915838640597135,18
100,11.645044384682919,0.21172807972150762,0.03336408942599188,55
101,12.82893048695076,0.42763101623169203,0.03298981543630362,30
102,4.871387371082903,0.21179945091664798,0.033496624101763184,23
103,4.625431277764642,0.22025863227450676,0.03654096798882598,21
104,11.230126268054354,0.24413317974031204,0.03979432378369181,46
105,7.6333391886407576,0.36349234231622657,0.03880904881017549,21
106,12.804911283620816,0.49249658783156985,0.039674993246220626,26
107,9.749663212224588,0.34820225757944956,0.03527293414143579,28
108,6.735543284477475,0.3207401564036893,0.033938035812406314,21
109,1.8677706162731607,0.13341218687665432,0.03611175077302115,14
110,-0.1478083022667973,-0.02463471704446622,0.03888117242604494,6
111,12.426511300642163,0.47794274233239087,0.03881308214309124,26
112,12.507536239655904,0.4466977228448537,0.042045351450464556,28
113,7.046656153321168,0.440416009582573,0.03477589751128107,16
114,8.013278300898666,0.2967880852184691,0.03676431163869522,27
115,13.327836209712448,0.49362356332268326,0.04055014231966601,27
116,4.4044809349155685,0.22022404674577842,0.036141086183488366,20
117,12.977119511941021,0.4806340559978156,0.03356120542243675,27
118,6.7587448036981375,0.3754858224276743,0.03679386122773091,18
119,1.829415274218154,0.15245127285151283,0.03456398844718933,12
120,4.231136202873813,0.23506312238187851,0.03755610415505038,18
121,12.152120286193314,0.46738924177666596,0.03414455980349045,26
122,6.5475362424154335,0.3446071706534439,0.03800862449172296,19
123,10.572905984229058,0.3915891105270021,0.03640053955907071,27
124,8.383900733899454,0.4931706314058502,0.04098237415446954,17
125,11.14657223408631,0.46444050975359624,0.0334428281057626,24
126,13.64187688431609,0.41339020861563913,0.04205668858732238,33
127,11.959392547974037,0.30665109097369325,0.0462824557072077,39
128,11.484891307249539,0.44172658874036685,0.04393812662993486,26
129,12.398756320407765,0.4592131970521394,0.03948371481426336,27
130,3.4804069207583543,0.21752543254739715,0.04112653021002188,16
131,2.866037623706235,0.2204644325927873,0.04420015631386867,13
132,9.649947189135528,0.28382197615104493,0.040480442509493404,34
133,9.674795032357606,0.3336136218054347,0.040666857413176834,29
134,9.413801305491829,0.3246138381204079,0.03781905946931962,29
135,12.346810823277764,0.3429669673132712,0.04262212281011873,36
136,11.423351572810857,0.47597298220045237,0.03606804662073652,24
137,7.247005658717825,0.22646892683493203,0.03510259120957926,32
138,15.64041036915875,0.3191920483501786,0.03972344507216191,49
139,12.617144272079221,0.39428575850247566,0.04058641998562962,32
140,3.072592768421667,0.3072592768421667,0.042601601034402845,10
141,9.156577679794692,0.3662631071917877,0.03445303425192833,25
142,13.151283889125317,0.5479701620468882,0.04137736504587034,24
143,0.5064898999018277,0.07235569998597538,0.03847504620041166,7
144,14.918389118673204,0.3925891873335054,0.03775686839301335,38
145,19.479975724914816,0.42347773315032206,0.051882287041972515,46
146,3.4632954755646193,0.3148450432331472,0.05083804814652963,11
147,14.794803982983545,0.3998595671076634,0.04951596028498701,37
148,13.906719406351202,0.43458498144847507,0.04493884550174698,32
149,17.854171704536277,0.40577662964855177,0.043697378767484966,44
150,13.49333372048216,0.345982915909799,0.04826144482462834,39
151,15.907287486266561,0.3879826216162576,0.04822189329055751,41
152,18.998827993736068,0.4749706998434017,0.047896713577210905,40
153,15.509922833092023,0.48468508853412573,0.049888778070453554,32
154,1.0616143602587003,0.15165919432267147,0.044309500072683604,7
155,8.477740165062496,0.4709855647256942,0.04361412187831269,18
156,2.798447954215293,0.23320399618460774,0.05206812887142102,12
157,10.744213272414541,0.4297685308965816,0.04264055646955967,25
158,10.155222631281552,0.4415314187513718,0.041534660060120666,23
159,12.547652760249537,0.5228188650103974,0.049252764244253434,24
160,13.8432564360089,0.44655665922609356,0.041089637385260676,31
161,19.40360357223906,0.4218174689617187,0.0441347353119889,46
162,12.416443557976802,0.41388145193256004,0.05775332575043043,30
163,16.20377862001841,0.5227025361296261,0.05315297667778308,31
164,12.447470708895194,0.4292231278929377,0.04612910843871791,29
165,7.22510759888725,0.27788875380335576,0.052026446407231,26
166,10.479233377478213,0.4556188424990527,0.05419766384622325,23
167,10.692920858349057,0.44553836909787736,0.05367475670451919,24
168,9.617737099157598,0.48088685495787986,0.05168710369616747,20
169,14.669844123352686,0.45843262885477143,0.05390957259805873,32
170,16.507615574568987,0.3930384660611664,0.05240109913228523,42
171,5.552254192684398,0.24140235620366948,0.05634176650125047,23
172,10.599062811011208,0.441627617125467,0.04903063325521847,24
173,15.792102241403565,0.464473595335399,0.05147544979391729,34
174,106.01522918426035,0.2265282674877358,0.05582639668534836,468
175,3.8634517792336416,0.3219543149361368,0.0591450414309899,12
176,11.238649836857892,0.30374729288805113,0.059647705808684635,37
177,10.575011370996053,0.5035719700474311,0.06251116842031479,21
178,10.184381875188283,0.3917069951995493,0.057700042971051656,26
179,21.309800617368843,0.49557675854346145,0.05885496068485947,43
180,10.516661060037926,0.4044869638476125,0.05697164698862112,26
