Episode,Loss,Q-value,Epsilon
1,0,-0.07204048335552216,0.9997502812161486
1,0,-0.5378755927085876,0.9995006248541901
1,0,-0.07531982660293579,0.999251030898521
1,0,-0.09046577662229538,0.9990014993335417
1,0,-0.06675681471824646,0.9987520301436563
1,0,-0.11148200929164886,0.9985026233132732
1,0,-0.08497609943151474,0.9982532788268044
1,0,-0.29828161001205444,0.9980039966686658
1,0,-0.049999482929706573,0.9977547768232773
1,0,-0.08352713286876678,0.9975056192750626
1,0,-0.06753034144639969,0.9972565240084496
1,0,-0.24322021007537842,0.9970074910078697
1,0,-0.037403590977191925,0.9967585202577581
1,0,-0.11112479865550995,0.9965096117425545
1,0,-0.09394538402557373,0.9962607654467018
1,0,-0.4047814905643463,0.9960119813546475
1,0,-0.3929705023765564,0.9957632594508423
1,0,-0.12768250703811646,0.995514599719741
1,0,-0.09519432485103607,0.9952660021458026
1,0,-0.640879213809967,0.9950174667134897
1,0,-0.1744796633720398,0.9947689934072687
1,0,-0.5042098164558411,0.9945205822116101
1,0,-0.4421261250972748,0.9942722331109882
2,0,-0.06624222546815872,0.9940239460898813
2,0,-0.2345549464225769,0.9937757211327714
2,0,-0.07319464534521103,0.9935275582241443
2,0,-0.46149012446403503,0.9932794573484899
2,0,-0.1837436556816101,0.9930314184903019
2,0,-0.10562624037265778,0.992783441634078
2,0,-0.15074166655540466,0.9925355267643193
2,0,0.14526045322418213,0.9922876738655315
2,0.5505161881446838,0.22806209325790405,0.9920398829222236
2,0.5314768552780151,0.32886630296707153,0.9917921539189086
2,0.40436893701553345,-0.22990643978118896,0.9915444868401038
3,0.4305475652217865,-0.051980335265398026,0.9912968816703296
3,0.35776835680007935,0.03984867036342621,0.9910493383941108
3,0.39736130833625793,-0.11355030536651611,0.990801856995976
3,0.40650373697280884,-0.19145192205905914,0.9905544374604576
4,0.34509578347206116,-0.1657618284225464,0.9903070797720918
4,0.34877562522888184,-0.1927299052476883,0.9900597839154189
4,0.3834232687950134,0.1419479250907898,0.9898125498749828
4,0.3998461067676544,0.17767870426177979,0.9895653776353314
4,0.4251440167427063,0.14497709274291992,0.9893182671810163
4,0.2441047728061676,-0.03058873862028122,0.9890712184965934
5,0.3378676772117615,-0.0841938704252243,0.9888242315666219
5,0.2840319871902466,0.15185818076133728,0.9885773063756651
5,0.3314254581928253,0.4774906635284424,0.9883304429082904
5,0.29697442054748535,0.290477991104126,0.9880836411490685
5,0.23423518240451813,0.4523303806781769,0.9878369010825747
5,0.26305627822875977,0.0012377947568893433,0.9875902226933876
5,0.38728827238082886,0.020716562867164612,0.9873436059660896
