Episode,Total Reward,Average Reward,Loss,Epsilon,Steps
86,187.308146995681,5.509063146931794,3.8444943638408886,0.187859679065996,34
87,300.6508925138128,4.849207943771174,4.090921005895061,0.17957195313264135,62
88,384.74624974977553,3.925982140303832,4.386371343719716,0.1674762692649637,98
89,231.66829651701602,4.8264228441045,4.619129488865535,0.16197060141625153,48
90,267.5146711073915,6.524748075790037,4.497041237063524,0.15747264493709248,41
91,481.49650008280275,4.012470834023357,4.444617941975594,0.14531968518275407,120
92,130.9877366899839,3.2746934172495976,4.706693416833877,0.14158214686691428,40
93,216.23979701418978,5.148566595575947,5.099758982658386,0.13781535307063517,42
94,222.4095650266803,6.178043472963342,4.5466551317109,0.13471022795838156,36
95,269.89453095700026,5.397890619140005,4.726284971237183,0.1305788613901756,50
96,-84.74904745175417,-0.6673153342657808,4.591272689695433,0.12096851652586661,127
97,442.76816119192483,3.599741147901828,4.818247801889249,0.11275488034967096,123
98,1082.2414191578673,4.381544207116872,5.046672009746072,0.0990203907588205,247
99,945.4411757655893,3.874758917072087,5.374767987454524,0.08840686998626937,244
100,584.8658110721299,1.6382795828350978,5.465148827274974,0.07687607134046018,357
