Episode,Total Reward,Average Reward,Loss,Epsilon,Steps
76,418.9479779710416,4.456893382670655,9.374095257292403,0.1650349907511208,94
77,241.32758692500403,5.246251889674,10.010010942168858,0.15986324328754112,46
78,295.5627127879912,3.741300161873306,9.375322215164765,0.1515180230267117,79
79,282.2750174492168,2.6629718627284604,9.55318770318661,0.1413078121341637,106
80,-22.613598551959775,-4.522719710391955,7.934747505187988,0.1408524125212739,5
81,-23.267599853978027,-5.816899963494507,9.98087763786316,0.14048972872236487,4
82,-23.267599853978027,-5.816899963494507,9.497182488441467,0.1401284927610459,4
83,-23.267599853978027,-5.816899963494507,11.033342361450195,0.1397686988575338,4
84,419.7823723585552,4.997409194744705,10.732098147982644,0.13253614754860732,84
85,1767.7296661254466,4.4866235180848895,10.50772425910543,0.10565858588586313,394
